phi,V_true,V_noisy,sigma
0.06715474747474748,0.8555953189664941,0.9530796409178406,0.099098100377221
0.06955313131313132,0.8974140092075527,0.9621384216212653,0.10273032190750565
0.07195151515151516,0.9379499995283722,0.9126467986573995,0.10628970795026552
0.074349898989899,0.9771963962569885,0.7746800767057964,0.10976851993434389
0.07674828282828283,1.015146637003118,1.0343360838066622,0.11316018268890962
0.07914666666666667,1.0517951712190257,1.0313009524886818,0.11645913799267361
0.08154505050505051,1.0871367151517437,1.096326634037417,0.11966061329572582
0.08394343434343435,1.1211667027365402,1.3105007729954767,0.12276053011147865
0.08634181818181819,1.1538808657602564,1.1769800552562675,0.1257553598208696
0.08874020202020202,1.1852755550370246,1.2208237077057866,0.12864206704528372
0.09113858585858586,1.215347195142323,1.2948678905454132,0.13141798981647496
0.0935369696969697,1.2440929549505473,1.2096919792983207,0.13408084429021117
0.09593535353535354,1.2715099307443434,1.1807398528961275,0.13662860256847706
0.09833373737373738,1.2975959661224474,1.1950572167842808,0.13905953010481692
0.10073212121212122,1.3223487440285584,1.4307763831577005,0.14137206940672212
0.10313050505050506,1.34576640644974,1.4182024489228324,0.14356487107675914
0.1055288888888889,1.3678475051663341,1.296551539591737,0.14563676724611008
0.10792727272727273,1.38859066792961,1.558713191116093,0.14758672172865692
0.11032565656565657,1.407994845656817,1.4355365195775864,0.14941383755851276
0.11272404040404041,1.426059062777688,1.2235288516440477,0.15111732033524078
0.11512242424242425,1.4427826975818177,1.5352982910857502,0.15269649349089412
0.11752080808080809,1.4581653572529707,1.4366635315283185,0.15415077713371034
0.11991919191919193,1.472206957818807,1.2656052652028524,0.15547968763314735
0.12231757575757576,1.4849076573663775,1.5656752790242774,0.1566828245502775
0.1247159595959596,1.4962675300297565,1.441869333448164,0.15775983396990972
0.12711434343434344,1.5062873463720792,1.4440184645107363,0.15871047759491622
0.12951272727272728,1.514967805423795,1.6090765884787521,0.1595345558639441
0.13191111111111112,1.522310078100316,1.1710020392160263,0.16023195604765583
0.13430949494949496,1.5283154058930353,1.3229221945831675,0.16080261129378445
0.1367078787878788,1.532985588826705,1.46453317778277,0.16124654463120627
0.13910626262626263,1.5363224041321355,1.5765782211485866,0.16156381183415872
0.14150464646464647,1.5383282628717825,1.4307441252920037,0.16175456235760757
0.1439030303030303,1.539005800872572,1.37771801447153,0.16181899935172714
0.14630141414141415,1.5383577782401108,1.3681205883212584,0.16175736934902998
0.148699797979798,1.5363877868904305,1.5174367286004975,0.16157002914235288
0.15109818181818183,1.533099569296335,1.6419515153347994,0.16125738089701844
0.15349656565656566,1.5284973644896864,1.295308162036349,0.16081990527456225
0.1558949494949495,1.5225859694546031,1.1891882411210009,0.16025816779122412
0.15829333333333334,1.515370350445889,1.4679172063447725,0.1595727827359822
0.16069171717171718,1.5068566905774339,1.4462057676495836,0.15876451385426077
0.16309010101010102,1.497051246486293,1.3535830729461316,0.15783416723276883
0.16548848484848486,1.485961112891109,1.5818717744838766,0.15678266578370784
0.1678868686868687,1.4735943332790185,1.598803908942674,0.1556110619163058
0.17028525252525253,1.4599593557391797,1.3728967409626207,0.15432048860764927
0.17268363636363637,1.4450659765569125,1.3923951361405453,0.15291225185060822
0.1750820202020202,1.4289244876713363,1.5152199276937846,0.15138775351615438
0.17748040404040405,1.4115468104155697,1.347272820272576,0.14974860259763256
0.1798787878787879,1.392945761384068,1.185285232948352,0.1479965504381045
0.18227717171717173,1.3731355164291914,1.363261529634492,0.14613353983529115
0.18467555555555557,1.3521319377989378,1.2217762047957779,0.14416174170756646
0.1870739393939394,1.3299525146323563,1.376169461030203,0.14208355609207307
0.18947232323232324,1.3066167396214787,1.2359420740977671,0.13990165489582543
0.19187070707070708,1.2821463045061756,1.2561153611781852,0.1376190083585419
0.19426909090909092,1.2565655741658974,1.3268104820459976,0.1352389382603572
0.19666747474747476,1.2299018907033041,1.2133302638864283,0.132765155848798
0.1990658585858586,1.202185893053155,1.1196358390157983,0.13020180188676392
0.20146424242424243,1.1734525855310047,1.0450754288883886,0.12755355622205913
0.20386262626262627,1.1437416221213603,1.3585753436263452,0.12482567436920983
0.2062610101010101,1.113098638644598,1.2481315797271049,0.12202411972034288
0.20865939393939395,1.0815762748149422,0.902407530493865,0.11915566449995432
0.2110577777777778,1.0492360543259536,0.9269135209644792,0.116228064498102
0.21345616161616163,1.0161505612508246,1.082290072388961,0.11325025223505536
0.21585454545454547,0.9824064259143449,0.9175494449363616,0.11023258981253219
0.2182529292929293,0.9481090361489807,0.9497343607078566,0.1071872541129471
0.22065131313131314,0.9133888627936304,0.9981508549216549,0.10412872872917645
0.22304969696969698,0.8784117057631722,0.8914290104768456,0.10107458260224307
0.22544808080808082,0.8433952477036926,0.8307260083126067,0.0980467002937464
0.22784646464646466,0.8086382948848739,0.7636115898488529,0.09507343961140338
0.2302448484848485,0.7745781502368819,0.7666105141946988,0.09219388867080018
0.23264323232323234,0.7419222444578405,0.7765180320744924,0.08946779402787126
0.23504161616161617,0.7120480593249531,0.8629839632358618,0.08700646175936774
0.23744,0.6899167099764143,0.7806600417136754,0.08520475730290415
