"Lambda_mean","Lambda_stdev","Lambda_median","Lambda_errlo","Lambda_errup","xi1_mean","xi1_stdev","xi1_median","xi1_errlo","xi1_errup","nu_mean","nu_stdev","nu_median","nu_errlo","nu_errup","phi_c_mean","phi_c_stdev","phi_c_median","phi_c_errlo","phi_c_errup"
1.244282950550069877e+00,1.814786885711936609e-02,1.244094796752088783e+00,1.226241975843610277e+00,1.262528059279897974e+00,-7.969292402234074979e-01,9.687378019622064351e-02,-7.884950223979076966e-01,-8.913107979754784083e-01,-7.017837255784424855e-01,2.471922347133629572e+01,1.648094594434626581e+00,2.467661084145153083e+01,2.307365927201585265e+01,2.636800107863957976e+01,3.421211437066302291e-02,2.585137781109187252e-03,3.440105326025211241e-02,3.166492510739316035e-02,3.675671367902309111e-02
