"Lambda4_mean","Lambda4_stdev","Lambda4_median","Lambda4_errlo","Lambda4_errup","eta_mean","eta_stdev","eta_median","eta_errlo","eta_errup","n_mean","n_stdev","n_median","n_errlo","n_errup","V0_mean","V0_stdev","V0_median","V0_errlo","V0_errup"
1.726705313790635410e+00,5.258843922314943714e-02,1.726128063656138689e+00,1.674405905444479314e+00,1.778852106768396668e+00,4.697796362574715306e-02,3.617818737957292788e-04,4.696949725769145739e-02,4.661687313151243600e-02,4.733772534951624644e-02,4.285800263876393124e-01,1.975300183550375566e-02,4.282038463096458636e-01,4.088901889721829885e-01,4.482364458754922176e-01,-8.122639881453267430e-01,4.792990727775060106e-02,-8.115174226796049162e-01,-8.601069013262530039e-01,-7.643151496575968373e-01
