"Lambda4_mean","Lambda4_stdev","Lambda4_median","Lambda4_errlo","Lambda4_errup","eta_mean","eta_stdev","eta_median","eta_errlo","eta_errup","n_mean","n_stdev","n_median","n_errlo","n_errup","V0_mean","V0_stdev","V0_median","V0_errlo","V0_errup"
1.357988530198547927e+00,5.238141062195596220e-02,1.357026363114800738e+00,1.306103472719786218e+00,1.410124370886060463e+00,8.539857215468495133e-02,1.065675520961734341e-03,8.536232699530313384e-02,8.432942825885157700e-02,8.645493275424089019e-02,3.832493407310700873e-01,2.106304358968461715e-02,3.828640554667133156e-01,3.622486553023212541e-01,4.042903519811893998e-01,-8.855505593358069527e-01,4.819359757490852825e-02,-8.844252272103485524e-01,-9.334684739414234045e-01,-8.377726838639361073e-01
