"lambda_mean","lambda_stdev","lambda_median","lambda_errlo","lambda_errup","phi_c_mean","phi_c_stdev","phi_c_median","phi_c_errlo","phi_c_errup","eps_mean","eps_stdev","eps_median","eps_errlo","eps_errup","V0_mean","V0_stdev","V0_median","V0_errlo","V0_errup"
8.313170907702588375e-01,1.744421445346215280e-02,8.337599739913102992e-01,8.155109376745155458e-01,8.473167992045318453e-01,2.599252765391667497e-01,2.188218578336060486e-03,2.598872366520081911e-01,2.577432461134103736e-01,2.621060836739308453e-01,3.759624654682826028e-01,3.900256845172640589e-03,3.771427101152314831e-01,3.725842070797325545e-01,3.792717001132012156e-01,-3.943018356355229237e+00,1.283966187760349764e-01,-3.947666161296424114e+00,-4.069340552237965092e+00,-3.817449992636685607e+00
