phi,q025,q16,q50,q84,q975
0.0,-0.9092619708873869,-0.8597725021447045,-0.8114408112126397,-0.7646806712390471,-0.7206167387547343
0.00023023023023023025,-0.888288743599626,-0.8428434022871832,-0.7978394683972333,-0.7538010067215154,-0.7121051101196768
0.0004604604604604605,-0.8732077557839317,-0.8299519343435275,-0.7868510717655588,-0.7445600728545886,-0.7043652986180436
0.0006906906906906907,-0.8596544015772583,-0.818142949381472,-0.776722165297634,-0.7358218341192084,-0.6969421870341033
0.000920920920920921,-0.8471736128704506,-0.8070926965852387,-0.7670666802395244,-0.7274168877982613,-0.6897483419991324
0.0011511511511511513,-0.8352633875142672,-0.7964535967028522,-0.7577630483874719,-0.7192273419356523,-0.6825885479940988
0.0013813813813813814,-0.8237749256645427,-0.7862153504425095,-0.7487048578700598,-0.7111894617752268,-0.675497865656898
0.0016116116116116118,-0.8127906231317669,-0.7763104875170465,-0.7398666395563486,-0.7032674030909063,-0.6685392457754754
0.001841841841841842,-0.802051075816105,-0.7666609609568423,-0.7311390634784578,-0.69550931039028,-0.6617077202869889
0.002072072072072072,-0.7916079697343119,-0.7572200840511938,-0.7226084147249061,-0.6878927575771725,-0.6548412999087829
0.0023023023023023025,-0.7814738135898239,-0.7479556098996707,-0.7141869762197275,-0.6803343291535259,-0.6481364701740574
0.002532532532532533,-0.7714931797452868,-0.7388979196196493,-0.7059046534713236,-0.6728531273332428,-0.6413942956172153
0.002762762762762763,-0.7618470036043672,-0.7299781573712447,-0.6977299951828329,-0.6654410556962488,-0.6346571332837575
0.0029929929929929933,-0.7522323316615246,-0.7211996831662723,-0.6897422210720761,-0.6580603073254127,-0.6279991979489685
0.0032232232232232236,-0.7429091700490775,-0.7124826641798634,-0.6817540714476382,-0.6507619892689597,-0.6214085967485966
0.0034534534534534536,-0.7337633324330144,-0.7039538945686803,-0.6738790593966453,-0.6435729907743467,-0.6147656294799854
0.003683683683683684,-0.7246116459707026,-0.6955446096295029,-0.6660456276042556,-0.636367448965699,-0.6082407834058365
0.003913913913913914,-0.7156459943424875,-0.687193035074392,-0.6583393668566698,-0.6292489455146102,-0.6016468073036825
0.004144144144144144,-0.7068116013231283,-0.6789994178705081,-0.6506925849663608,-0.622215321102621,-0.5951461716072878
0.004374374374374375,-0.698046292822536,-0.6707949165788205,-0.6430712324286726,-0.615182629643564,-0.5885033799080938
0.004604604604604605,-0.6894197087985425,-0.6627267192311432,-0.6355623956995716,-0.608181824426596,-0.5820680286640106
0.0048348348348348355,-0.6809194287080749,-0.6547338377253358,-0.6280730125763145,-0.6012474270933648,-0.5754959311666662
0.005065065065065066,-0.6725095853520107,-0.6468068198650644,-0.6206733927954678,-0.5943129151262113,-0.5690370251199607
0.005295295295295295,-0.6640655676224144,-0.6389664650984973,-0.6132765298950267,-0.5873955495253703,-0.5625085547367228
0.005525525525525526,-0.655761516539,-0.6311739059652861,-0.6059289331548957,-0.5805020005189443,-0.5560604633319457
0.005755755755755756,-0.6476063028543493,-0.6234538460388183,-0.5986223147414026,-0.5736860658840081,-0.5496038106774771
0.0059859859859859865,-0.6395192285000655,-0.6158233395931492,-0.5913771115893686,-0.5668730687719997,-0.5431954453167949
0.006216216216216217,-0.6314247693170627,-0.6082461430414355,-0.5841728242882304,-0.560123870254982,-0.536789953467604
0.006446446446446447,-0.623448345957451,-0.6006834550296304,-0.5769941063696381,-0.5533738559465714,-0.530447702934032
0.006676676676676677,-0.6155596281771601,-0.5931437728039244,-0.5698933805413618,-0.5466645585799388,-0.5240990491011244
0.006906906906906907,-0.6076154196839445,-0.5856519170623983,-0.5627749993767617,-0.5399622922757679,-0.517739594628275
0.007137137137137138,-0.5998546065780755,-0.5782554340477802,-0.5557032554609295,-0.5332439770998649,-0.5114541681754073
0.007367367367367368,-0.5920958877807035,-0.5708842302879296,-0.5486876690647775,-0.5265784116896047,-0.505036758550505
0.007597597597597598,-0.5844072862750498,-0.5635448894993343,-0.5416630176054464,-0.5199074263516064,-0.49874462497418265
0.007827827827827828,-0.5767854763615183,-0.5562852369507078,-0.5346965541979068,-0.5133588463490819,-0.4923864189080122
0.008058058058058058,-0.5692735856542833,-0.5490511916914224,-0.5277528009670366,-0.506797387245468,-0.4860419865990467
0.008288288288288289,-0.5617103105873791,-0.5418652556670102,-0.5208803492037496,-0.5002328078815153,-0.47981777022839767
0.008518518518518519,-0.5542850147531689,-0.5347082490225679,-0.5140252302272372,-0.4936392981920735,-0.473596628288279
0.00874874874874875,-0.5469061214471277,-0.5276063929135663,-0.5071620473693247,-0.48711038809952845,-0.46729112556541946
0.00897897897897898,-0.5395624128158164,-0.5204921432151806,-0.500375254710425,-0.4805474852347777,-0.4610497287410751
0.00920920920920921,-0.5323130850303307,-0.5134129398646671,-0.49357194632092466,-0.474047907439894,-0.4547898027411925
0.00943943943943944,-0.5250522133657819,-0.5063647366748744,-0.48680070815714255,-0.46757017871148215,-0.4485904465330667
0.009669669669669671,-0.5177772386485049,-0.4993516450991621,-0.4800617644961492,-0.46108887305862994,-0.4423984362109567
0.009899899899899901,-0.5105470196496119,-0.492349856405627,-0.47336012722103005,-0.4546602875411036,-0.4361794170888108
0.010130130130130132,-0.5033638087632037,-0.4854097182527952,-0.4666859286946861,-0.4482083331784727,-0.42990443355254543
0.01036036036036036,-0.49621831144868944,-0.4785377275488774,-0.4600173497524284,-0.4417704236330095,-0.42371241797249976
0.01059059059059059,-0.48910353898732145,-0.4716589336267693,-0.4533592025667079,-0.4353840427896886,-0.41752591703481323
0.010820820820820821,-0.4820696720873715,-0.4648011574502553,-0.44674853762993233,-0.4290127026240338,-0.411373587116802
0.011051051051051052,-0.4750064507990617,-0.4580077042644262,-0.4401529977691919,-0.4226007307255236,-0.40521263651243783
0.011281281281281282,-0.46801300742840724,-0.451242135992186,-0.43357846639517383,-0.4162778717379864,-0.3990868579785562
0.011511511511511512,-0.4610826391170724,-0.4444836990950312,-0.4270280276265878,-0.4099443105214012,-0.39294774343380556
0.011741741741741743,-0.4542242545198509,-0.43778594590108066,-0.4204802515659619,-0.403619453472982,-0.38683827531233156
0.011971971971971973,-0.44724893439404306,-0.4311015426210898,-0.41396877732440424,-0.3973010699147111,-0.3806963007372018
0.012202202202202203,-0.440412347676474,-0.4244338324193025,-0.4074844819451503,-0.3909708899399043,-0.3745200798936333
0.012432432432432434,-0.4335576374519862,-0.4178162224195859,-0.4010320505743834,-0.3846995368160877,-0.36842071761671996
0.012662662662662664,-0.42678469126890334,-0.41118370163833157,-0.39460021860615174,-0.37843534595836,-0.3623367455466269
0.012892892892892895,-0.4200428202774948,-0.40458690139910686,-0.38818555960517015,-0.3721768691428423,-0.35623063541274336
0.013123123123123125,-0.4133906022201909,-0.3980082388999938,-0.3817869994627312,-0.3659375854714458,-0.3501502030118847
0.013353353353353354,-0.4066883934328443,-0.39145769687424675,-0.37542245281819725,-0.3596925100869094,-0.3440904227702057
0.013583583583583584,-0.4000188260804492,-0.3849080487388314,-0.3690493832783811,-0.35343712049101095,-0.3379940822282076
0.013813813813813814,-0.39338305183361916,-0.3784257550862362,-0.36269870512576013,-0.3472445980460578,-0.33185920997017637
0.014044044044044045,-0.38674390325202024,-0.3719420037155605,-0.35634289808402536,-0.3410522954694747,-0.32574171812869684
0.014274274274274275,-0.380115245192568,-0.3654848883175968,-0.3500374345932078,-0.33481853143032175,-0.31967130807605953
0.014504504504504506,-0.3735527999265296,-0.3590296644628474,-0.3437120011947211,-0.3286138211553186,-0.31359334173330594
0.014734734734734736,-0.36706827449286794,-0.352624353368199,-0.33742148225287705,-0.3224170855486464,-0.3075910851336651
0.014964964964964966,-0.36057558050838595,-0.3462244838804898,-0.33117160543427515,-0.3162563577637173,-0.3015600703717435
0.015195195195195197,-0.3540733562399413,-0.33983877825138786,-0.32490771037126615,-0.3101210988423003,-0.29555441029228496
0.015425425425425427,-0.3475927648065468,-0.3334810380141618,-0.3186566075423029,-0.30397802859596185,-0.2894994176030313
0.015655655655655656,-0.34111443658500074,-0.32716750026170244,-0.3124339129463209,-0.2978389090807477,-0.2834811752194631
0.015885885885885888,-0.3347484249290291,-0.32086546340619726,-0.3062321249614829,-0.29172975710875376,-0.27744715746555515
0.016116116116116116,-0.32839025292615054,-0.3145753616732738,-0.3000609114862557,-0.28560017987587444,-0.2714508399980606
0.01634634634634635,-0.32206413762089514,-0.3083042543486566,-0.2938770577587269,-0.2795073975272565,-0.26543862509081706
0.016576576576576577,-0.3157363517209188,-0.30206979662809497,-0.28772564523223315,-0.27340209567562707,-0.25942423587302793
0.01680680680680681,-0.30946849131734183,-0.2958390046458037,-0.2815695157744534,-0.2673215541970803,-0.2534662501481485
0.017037037037037038,-0.3031554418346361,-0.28961783594877133,-0.2754394340561097,-0.2612577329677426,-0.24749330831591723
0.01726726726726727,-0.29686218333848224,-0.2834305335627568,-0.26931821025745334,-0.2552371044964138,-0.2415040156953088
