phi,q025,q16,q50,q84,q975
0.0,-0.6629328583086666,-0.6437214482044836,-0.6242285220548954,-0.6041948694402908,-0.5850163543821103
0.00023023023023023025,-0.6578212881955422,-0.6387090211511777,-0.6192982278008471,-0.5993508154038006,-0.5802844045902816
0.0004604604604604605,-0.652728497308335,-0.6336978498363938,-0.6143861686474773,-0.5945174189142403,-0.5755619002814691
0.0006906906906906907,-0.6476301833288571,-0.6286761459738567,-0.6094470644223761,-0.5896904757332148,-0.5708115429918398
0.000920920920920921,-0.6425202763658676,-0.6236645877402821,-0.6045216121921966,-0.58484069185575,-0.5660264038388406
0.0011511511511511513,-0.6374291421234243,-0.6186446267085554,-0.5995921455880002,-0.5800012317016713,-0.5612813544002583
0.0013813813813813814,-0.632292123734008,-0.6136209462350233,-0.5946607589686054,-0.5751483840364149,-0.5565216726241243
0.0016116116116116118,-0.6272227127206363,-0.6086224238557051,-0.5897226906861931,-0.5703211484202209,-0.551778952313244
0.001841841841841842,-0.6221217395640882,-0.6036162813297281,-0.5847851170403933,-0.565476667152549,-0.5470261013538512
0.002072072072072072,-0.6170326783284961,-0.598583184992084,-0.5798566503231228,-0.5606189139785115,-0.5422512243432416
0.0023023023023023025,-0.611924344864025,-0.5935672669770868,-0.5749161349172036,-0.5557821452537368,-0.5374474581346279
0.002532532532532533,-0.6067904869374668,-0.5885407282150743,-0.5699733033284031,-0.5509277710234045,-0.5326802546957685
0.002762762762762763,-0.6016593852927308,-0.5835068421988158,-0.5650310056986254,-0.5460659596489581,-0.5278877418002075
0.0029929929929929933,-0.5965345354199731,-0.5784820883595634,-0.5600819333228008,-0.5412166997611637,-0.5231311838050926
0.0032232232232232236,-0.5914146868798001,-0.5734550037706097,-0.5551323692478499,-0.5363578308942487,-0.5183671981298835
0.0034534534534534536,-0.5863115771067207,-0.5684162171212526,-0.5501932348370068,-0.5314962341728057,-0.5135665873098627
0.003683683683683684,-0.5812004963704214,-0.5633915686446737,-0.5452525884513619,-0.5266278667311104,-0.5088025890284329
0.003913913913913914,-0.5760771536952699,-0.5583541191237542,-0.540305926613166,-0.521777916476804,-0.5040326326449286
0.004144144144144144,-0.5709585484227452,-0.5533318424118188,-0.5353647051966883,-0.516913758949915,-0.4992779915718762
0.004374374374374375,-0.5658509479652519,-0.548312274738298,-0.530418777702213,-0.5120456636670004,-0.4944860161129871
0.004604604604604605,-0.5607563638757526,-0.5432766682521952,-0.5254607893518977,-0.5071671885221298,-0.4897234728119728
0.0048348348348348355,-0.5556130418491716,-0.5382475168785252,-0.5205144345870836,-0.5022899059473258,-0.4849486942207601
0.005065065065065066,-0.550542455747663,-0.5332190801493453,-0.5155585895153428,-0.49742499504749965,-0.48017268111653894
0.005295295295295295,-0.5454359018648444,-0.5281936580182927,-0.5106062287575439,-0.4925474111936316,-0.4753887263751789
0.005525525525525526,-0.5403055477721397,-0.5231728372833792,-0.5056466572566722,-0.48769631116451706,-0.47061265716905476
0.005755755755755756,-0.5351737942413631,-0.5181394632415303,-0.5006905772086525,-0.48282038674619543,-0.4658348942104302
0.0059859859859859865,-0.530039746331119,-0.5130998821886449,-0.49572594765716516,-0.4779545083589745,-0.4610179989451876
0.006216216216216217,-0.5249083878979331,-0.5080747227030984,-0.4907666301339616,-0.47307055768963424,-0.4562001672752895
0.006446446446446447,-0.519795381653957,-0.5030222352592738,-0.4858026564515915,-0.46819637293709176,-0.4514138421196077
0.006676676676676677,-0.5146799510638449,-0.49799059340601914,-0.48084962025093064,-0.46332202911137693,-0.4466007664922466
0.006906906906906907,-0.509557709757715,-0.4929501375923528,-0.475892894812774,-0.4584539098145819,-0.44181206204404805
0.007137137137137138,-0.5044446600121615,-0.48792523134710647,-0.4709320814905602,-0.4535795698638952,-0.4369889994456162
0.007367367367367368,-0.49932595695900756,-0.4828753200302481,-0.46597639181209816,-0.4486984876229547,-0.43218968404756286
