"A_mean","A_stdev","A_median","A_errlo","A_errup","phi_c_mean","phi_c_stdev","phi_c_median","phi_c_errlo","phi_c_errup","w_mean","w_stdev","w_median","w_errlo","w_errup"
9.599304818105527382e-01,1.657995527341822248e-02,9.597238983130207401e-01,9.435396325623335301e-01,9.764383066575369474e-01,2.683085175497810781e-01,2.571182115307834876e-03,2.682960950184107851e-01,2.658401271446280134e-01,2.708451795509114746e-01,9.408949266129021383e-02,1.806624827694674248e-03,9.406230709120777522e-02,9.226086167947708527e-02,9.595209739507704061e-02
