"Lambda_mean","Lambda_stdev","Lambda_median","Lambda_errlo","Lambda_errup","phi_a_mean","phi_a_stdev","phi_a_median","phi_a_errlo","phi_a_errup","sigma_a_mean","sigma_a_stdev","sigma_a_median","sigma_a_errlo","sigma_a_errup","alpha_mean","alpha_stdev","alpha_median","alpha_errlo","alpha_errup","phi_b_mean","phi_b_stdev","phi_b_median","phi_b_errlo","phi_b_errup","sigma_b_mean","sigma_b_stdev","sigma_b_median","sigma_b_errlo","sigma_b_errup"
7.738654684556848240e-01,2.437902473425136718e-02,7.776406217024582901e-01,7.518524400735662194e-01,7.955174335667873908e-01,8.436255747702862962e-02,1.975252747944482301e-02,7.629551797754044462e-02,7.422921562340967228e-02,9.291551605715925310e-02,6.315131184293702737e-02,8.157010414280187541e-03,6.507074023867269463e-02,5.466677085264556868e-02,6.978624971302700708e-02,2.094920778230256742e-01,2.735749501732280820e-01,1.068692066227062004e-01,3.883486782942375398e-02,3.811341720846341263e-01,1.619918339875698332e-01,8.726365757650969557e-02,1.781312769288114217e-01,5.854016257057272771e-02,2.558004335266557683e-01,6.432678941645331161e-02,4.026319614955915782e-02,5.482377257071389259e-02,2.717159608458256936e-02,1.002594599605975551e-01
