Lambda,phi_a,sigma_a,alpha,phi_b,sigma_b,weight
1.5573470523774389,0.04496081680629874,0.04205841145666118,2.7973442736956935,0.15492073955639274,0.04108628464289106,0.0
1.2498159831833935,-0.09751929798022899,0.03418028763755381,1.8672906672746437,0.17327607761747654,0.0998632676727156,0.0
1.514853972252979,0.026282901599844866,0.028964536704596255,1.5122856698739255,0.004148561422923991,0.11000334295144025,0.0
1.5809355325277459,-0.12947749532655356,0.028675621017744436,1.8168053806546998,0.0817348060708132,0.01746318707238908,0.0
1.4883690553142277,-0.1558788059813404,0.0701415958308361,1.6124179576746447,0.13498075034201942,0.05363837987764952,0.0
1.0260357285569437,-0.1109299713747505,0.08004181365769915,1.6462994121454355,0.10831204525062844,0.15352418840541257,0.0
1.5028042884356831,0.05570515432887402,0.016247167387628162,1.1340718821540077,0.09556862669081742,0.19111133390904841,0.0
1.3769291156871628,-0.14472197643013018,0.01976970385214716,2.6152808291200342,0.1376869950428311,0.0370377731345548,0.0
1.0092295546180414,-0.12118696755949604,0.1590917711291171,1.9255112450531873,0.02001435170078577,0.18092664633048136,0.0
1.4768846429559188,-0.011539590194506205,0.014753937794456244,2.192083575157667,0.0051281130760698354,0.042711481124587385,0.0
1.5705195285018239,-0.02449067425065246,0.011801710469387673,0.6552477625281247,0.11846660303430435,0.13247226330212475,0.0
1.737198234674375,-0.101911118095591,0.011593881862076319,1.9361785786684815,0.10365488632531404,0.014103572164782415,0.0
1.6140640600643457,-0.16503682513941212,0.1221286095958423,1.175643994781392,0.03225145770548656,0.04197375577897459,0.0
1.5180526284998463,0.0377896451192519,0.016887216250784813,1.9230215433067448,0.15594362895733,0.05974464307040374,0.0
1.5562306381457178,-0.011154962810424301,0.030312877173038637,2.7608014259229843,0.1943357921555629,0.04185754512563336,0.0
1.194311960476156,-0.02983884176679652,0.2931624726908931,1.969245210243642,0.01471979830067856,0.204844925314731,0.0
0.801826463743905,0.007952822823691696,0.10103893196279769,2.7916728740781207,0.08108067599880701,0.14511765725183098,0.0
1.4427519699907925,0.14393023186332082,0.08984224756914967,2.4014522660950215,0.23022951505133019,0.15037576840101632,0.0
1.2871739054842364,-0.04355966253303811,0.02727161982277091,2.2215011999356222,0.20992686957658935,0.09296069453804183,0.0
1.0197510873965971,-0.06419561175709096,0.09230075312405363,2.832287879944481,0.11647106464562992,0.05496357936283277,0.0
1.2186336277507592,-0.15653411930797026,0.017375386068798217,1.1382690937238682,0.09837276139434209,0.1384323132577612,0.0
1.5419824322272089,0.07310532639584755,0.018737629321355698,1.3869263147418913,0.3013896764850712,0.22466933251585341,0.0
0.912308966076445,-0.12265646964488486,0.012788927586962963,1.8939007702381492,0.06325760880876674,0.13981212017748684,0.0
