z,E2,rho_de_over_rhoc0,S,phi_over_Mpl,V_over_rhoc0,KG_residual
5.0,66.38074022668009,-0.6899146181752659,-1.8189894035458565e-12,0.0,-0.6899146181743564,
4.999833327777592,66.37514790080249,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.999666655555185,66.36955588596153,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.999499983332778,66.3639641821486,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.99933331111037,66.35837278935493,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.999166638887963,66.3527817075719,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.998999966665555,66.34719093679088,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.998833294443148,66.34160047700315,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.998666622220741,66.33601032820006,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.998499949998333,66.33042049037292,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.9983332777759255,66.32483096351308,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.998166605553519,66.3192417476119,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.997999933331111,66.31365284266064,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.9978332611087035,66.30806424865068,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.997666588886296,66.30247596557335,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.997499916663889,66.29688799341999,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.9973332444414815,66.29130033218189,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.997166572219074,66.28571298185041,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.996999899996666,66.28012594241687,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.9968332277742595,66.27453921387264,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.996666555551852,66.26895279620899,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.996499883329444,66.26336668941728,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.996333211107037,66.25778089348884,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.99616653888463,66.25219540841503,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.995999866662222,66.24661023418714,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.995833194439815,66.24102537079649,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.995666522217407,66.23544081823445,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.995499849994999,66.22985657649234,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.995333177772593,66.22427264556151,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.995166505550185,66.21868902543325,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.994999833327777,66.21310571609891,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.99483316110537,66.20752271754981,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.994666488882963,66.20194002977732,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.994499816660555,66.19635765277273,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.994333144438148,66.19077558652738,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.99416647221574,66.18519383103259,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.993999799993333,66.17961238627974,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.993833127770926,66.17403125226014,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.993666455548518,66.16845042896507,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.9934997833261106,66.1628699163859,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.993333111103704,66.15728971451401,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.993166438881296,66.15170982334064,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.992999766658889,66.14613024285718,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.992833094436481,66.14055097305491,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.992666422214074,66.13497201392526,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.992499749991667,66.12939336545946,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.992333077769259,66.12381502764889,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.992166405546851,66.11823700048485,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.991999733324445,66.11265928395873,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.991833061102037,66.1070818780618,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.991666388879629,66.1015047827854,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.991499716657222,66.09592799812089,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.991333044434814,66.09035152405957,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.991166372212407,66.08477536059281,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.99099969999,66.0791995077119,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.990833027767592,66.0736239654082,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.9906663555451845,66.06804873367304,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.990499683322778,66.06247381249774,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.99033301110037,66.05689920187363,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.9901663388779625,66.05132490179204,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.989999666655555,66.0457509122443,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.989832994433148,66.04017723322177,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.9896663222107405,66.03460386471572,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.989499649988333,66.02903080671754,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.989332977765925,66.02345805921854,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.9891663055435185,66.01788562221007,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.988999633321111,66.01231349568341,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.988832961098703,66.00674167962995,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.988666288876296,66.00117017404096,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.988499616653889,65.99559897890786,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.988332944431481,65.99002809422188,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.988166272209074,65.98445751997443,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.987999599986666,65.97888725615678,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.987832927764259,65.97331730276034,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.987666255541852,65.96774765977635,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.987499583319444,65.9621783271962,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.987332911097036,65.95660930501117,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.987166238874629,65.95104059321265,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.986999566652222,65.94547219179198,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.986832894429814,65.93990410074043,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.986666222207407,65.93433632004935,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.986499549984999,65.92876884971008,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.986332877762592,65.92320168971399,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.986166205540185,65.91763484005234,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.985999533317777,65.9120683007165,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.9858328610953695,65.9065020716978,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.985666188872963,65.90093615298758,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.985499516650555,65.89537054457713,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.9853328444281475,65.88980524645783,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.98516617220574,65.88424025862098,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.984999499983333,65.87867558105795,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.9848328277609255,65.87311121376001,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.984666155538518,65.86754715671852,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.98449948331611,65.86198340992483,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.9843328110937035,65.85641997337028,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.984166138871296,65.85085684704616,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.983999466648888,65.84529403094379,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.983832794426481,65.83973152505456,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.983666122204074,65.83416932936979,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.983499449981666,65.82860744388076,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.983332777759259,65.82304586857884,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.983166105536851,65.81748460345536,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.982999433314443,65.81192364850165,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.982832761092037,65.80636300370905,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.982666088869629,65.80080266906887,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.982499416647221,65.79524264457244,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.982332744424814,65.78968293021111,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.982166072202407,65.78412352597623,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.981999399979999,65.77856443185907,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.981832727757592,65.773005647851,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.981666055535184,65.76744717394334,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.981499383312777,65.76188901012745,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.98133271109037,65.75633115639462,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.981166038867962,65.75077361273621,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.9809993666455545,65.74521637914354,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.980832694423148,65.73965945560798,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.98066602220074,65.73410284212079,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.9804993499783325,65.72854653867333,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.980332677755925,65.72299054525693,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.980166005533518,65.71743486186297,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.9799993333111106,65.71187948848272,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.979832661088703,65.70632442510751,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.979665988866295,65.70076967172871,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.979499316643889,65.69521522833766,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.979332644421481,65.68966109492564,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.979165972199073,65.68410727148398,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.978999299976666,65.67855375800406,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.978832627754258,65.67300055447718,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.978665955531851,65.66744766089472,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
4.978499283309444,65.66189507724795,-0.6899146181752659,0.0,3.982379822535605e-12,-0.6899146181752659,
