"Lambda4_mean","Lambda4_stdev","Lambda4_median","Lambda4_errlo","Lambda4_errup","eta_mean","eta_stdev","eta_median","eta_errlo","eta_errup","n_mean","n_stdev","n_median","n_errlo","n_errup","V0_mean","V0_stdev","V0_median","V0_errlo","V0_errup"
1.730053553678257305e+00,5.314132300186798913e-02,1.729388780355930466e+00,1.676888689921013809e+00,1.782716190066501172e+00,4.713656318338543122e-02,3.098602703238557661e-04,4.713121784931877806e-02,4.682696213012436243e-02,4.744627751493828843e-02,4.244629431081519688e-01,1.943621368466953367e-02,4.239965412614831175e-01,4.052168568932722481e-01,4.438698515279308476e-01,-8.157373987085140277e-01,4.868253921700836651e-02,-8.149448893959256868e-01,-8.640101395085011404e-01,-7.668211817594325908e-01
