"A_mean","A_stdev","A_median","A_errlo","A_errup","phi_c_mean","phi_c_stdev","phi_c_median","phi_c_errlo","phi_c_errup","w_mean","w_stdev","w_median","w_errlo","w_errup"
1.697374938834033786e+00,2.625911027592760932e-02,1.697274349244064950e+00,1.671761531092030850e+00,1.724361561707326018e+00,1.503575283791108441e-01,1.059657671499941679e-03,1.503534822125050519e-01,1.492605576639172704e-01,1.514614001364918416e-01,5.636845029801120649e-02,7.714063984385825627e-04,5.636594204357920496e-02,5.559896923842728295e-02,5.712851219190073077e-02
