H0,source_file,domain,z_min,z_max,phi_min,phi_max,A,V0tilde,phi_ini
75,dynamics_final_neff3046/axion/trajectories/H0_75.npz,displayed,0.0,10.0,0.19529656334168616,0.723566220462809,0.6354082714104604,-0.4922632730689734,0.19355969659785727
73,dynamics_final_neff3046/axion/trajectories/H0_73.npz,displayed,0.0,10.0,0.24468528038332646,0.7178964626184613,1.0490634470716487,-1.3387542213017447,0.2416002426057947
71,dynamics_final_neff3046/axion/trajectories/H0_71.npz,displayed,0.0,10.0,0.257180706691597,0.7145029024181675,1.0831608774589156,-1.4234687366837888,0.2541031044677455
