"Lambda_mean","Lambda_stdev","Lambda_median","Lambda_errlo","Lambda_errup","phi_a_mean","phi_a_stdev","phi_a_median","phi_a_errlo","phi_a_errup","sigma_a_mean","sigma_a_stdev","sigma_a_median","sigma_a_errlo","sigma_a_errup","alpha_mean","alpha_stdev","alpha_median","alpha_errlo","alpha_errup","phi_b_mean","phi_b_stdev","phi_b_median","phi_b_errlo","phi_b_errup","sigma_b_mean","sigma_b_stdev","sigma_b_median","sigma_b_errlo","sigma_b_errup"
8.514853402990798514e-01,6.154621615075368118e-02,8.524074201292550779e-01,7.897162736167062658e-01,9.138769453811012022e-01,3.202180465681371546e-02,1.575506179200314048e-03,3.180079814748303091e-02,3.052565218475572495e-02,3.353093892736463966e-02,3.586952699321768051e-02,3.043036252921779272e-03,3.579688784366341636e-02,3.285968135231964737e-02,3.887212629918988804e-02,7.758788455481566704e-01,1.345682778885486375e-01,7.648832030648788916e-01,6.427481400783507937e-01,9.064449435933183974e-01,1.382157997022359086e-01,3.538830899517097280e-03,1.384575570231303121e-01,1.348151346018869601e-01,1.416626454652605005e-01,6.772758696461426975e-02,5.783486903643496845e-03,6.759146329552073729e-02,6.192999562754405996e-02,7.352389743526828447e-02
