"Lambda_mean","Lambda_stdev","Lambda_median","Lambda_errlo","Lambda_errup","xi1_mean","xi1_stdev","xi1_median","xi1_errlo","xi1_errup","nu_mean","nu_stdev","nu_median","nu_errlo","nu_errup","phi_c_mean","phi_c_stdev","phi_c_median","phi_c_errlo","phi_c_errup"
7.937418491838799106e-01,1.430271262024592968e-02,7.936086549871799178e-01,7.794306047877999077e-01,8.081032385976865129e-01,-1.201835036315001881e+00,1.308758662537086448e-01,-1.189231703618279123e+00,-1.329574932513841290e+00,-1.075235155620233307e+00,1.324282393743675001e+01,9.948371443300665362e-01,1.321823042349119959e+01,1.224857048242912683e+01,1.423412892140720842e+01,6.636766811127679799e-02,5.373951306580086046e-03,6.683968473929158272e-02,6.114293792069915717e-02,7.159684630316098808e-02
