phi,V,sigma,residual
0.0,-0.7839238636648898,0.08520456916487518,-0.8005003152207864
0.0038383838383838384,-0.7382583201460566,0.08418041929110152,-0.756765185053831
0.007676767676767677,-0.7178048190321389,0.08228191686185876,-0.7385415349553857
0.011515151515151515,-0.6024420896677929,0.07994423451667572,-0.6256310306662239
0.015353535353535354,-0.6093836274994051,0.07734884198255093,-0.6352796597873556
0.01919191919191919,-0.5443185192012207,0.07460863716157035,-0.5731962223406329
0.02303030303030303,-0.45482523048283524,0.07180500195503695,-0.4869801901017565
0.026868686868686868,-0.41632958894498495,0.06900201230385236,-0.45206748778320666
0.030707070707070707,-0.4032012407767736,0.06625329726050652,-0.4428501575809191
0.034545454545454546,-0.42182434445135475,0.06360575272586341,-0.4657663014166266
0.03838383838383838,-0.3973266102005702,0.061101616733609025,-0.4459240062734505
0.042222222222222223,-0.35693052179684315,0.05877953129605302,-0.41058152656531494
0.04606060606060606,-0.2863289400767266,0.05667487312943179,-0.3454507094174202
0.0498989898989899,-0.22757818486968995,0.054819499822502296,-0.2926227434557952
0.053737373737373736,-0.2346874720243764,0.05324102612512522,-0.3061592405089282
0.05757575757575758,-0.20038042363756522,0.05196177150859748,-0.2787819104400047
0.061414141414141414,-0.0847857187878803,0.05099758135954898,-0.17061864225120038
0.06525252525252526,-0.15308225278028975,0.05035677806731459,-0.2468687482131095
0.06909090909090909,-0.028741921897299627,0.050039514773364574,-0.13102117761055745
0.07292929292929293,0.040738221263818694,0.05003774161320378,-0.07065686002639064
0.07676767676767676,0.008452476143029145,0.05033586616862763,-0.11262206062003512
0.08060606060606061,0.039271865749992446,0.05091202713219962,-0.09212870758313058
0.08444444444444445,0.09368814462855307,0.0517397696238293,-0.048694050720423376
0.08828282828282828,0.20355143164045908,0.052789849250718085,0.04958811829421808
0.09212121212121212,0.1977893314647306,0.05403191922286365,0.03146409891571683
0.09595959595959595,0.13576108443271706,0.05543593154526108,-0.043589908087169366
0.0997979797979798,0.24899998109422836,0.056973175666407416,0.05591422793726192
0.10363636363636364,0.36536420461460084,0.058616959216000776,0.1579523648946953
0.10747474747474747,0.39718799999573723,0.06034298164759937,0.17466598617341905
0.11131313131313131,0.4079355749858157,0.0621294695591063,0.16939692208402007
0.11515151515151516,0.38358733442798476,0.06395715184973667,0.12838695647317772
0.11898989898989899,0.3064693910142475,0.06580912494457224,0.03393364629460249
0.12282828282828283,0.46747091499644094,0.06767066391617298,0.17701524103037974
0.12666666666666668,0.47090861842581755,0.06952900808733536,0.16171835965547782
0.1305050505050505,0.5148070614105048,0.0713731448533624,0.18637030289078488
0.13434343434343435,0.6474242199410146,0.07319359728142436,0.29911946088320535
0.13818181818181818,0.5725516257695669,0.07498223457445731,0.20369992550767657
0.14202020202020202,0.6032531137947974,0.07673210215399565,0.21332833965806314
0.14585858585858585,0.6518134398140046,0.0784372635825481,0.24032380995064528
0.1496969696969697,0.6051372222023729,0.08009267199175577,0.1714681386838225
0.15353535353535352,0.5917847497867755,0.08169405488647367,0.13534278158054608
0.15737373737373736,0.6040949747633794,0.08323781449713373,0.12477921635144645
0.16121212121212122,0.7489107332938748,0.08472094277687045,0.2464144661789578
0.16505050505050506,0.744908512110788,0.08614094849686298,0.21889457078386654
0.1688888888888889,0.6751858169671818,0.08749579365319109,0.12546206949339112
0.17272727272727273,0.8360008217840488,0.08878384644065533,0.26276554671343744
0.17656565656565656,0.7649680393340818,0.09000382678034612,0.16810757597357084
0.1804040404040404,0.6400133207292079,0.09115477539143031,0.01951699962985809
0.18424242424242424,0.8309633272850414,0.09223601150339472,0.18715520350981307
0.18808080808080807,0.7740781198910726,0.09324711332321779,0.10691790221341024
0.1919191919191919,0.6730508774616312,0.09418789103930165,-0.017190890693177474
0.19575757575757577,0.8574621298032302,0.0950583592389396,0.14463348075977156
0.1995959595959596,0.7848030212237136,0.09585872792198032,0.04998166706789653
0.20343434343434344,0.7885122277918962,0.09658937672604842,0.03228009168724122
0.20727272727272728,0.8914978636318175,0.0972508523584673,0.11436926616855558
0.2111111111111111,0.6265138674672173,0.09784384820610273,-0.17081211140359986
0.21494949494949495,0.7214951988499272,0.09836919749355214,-0.09525815112875724
0.21878787878787878,0.8105094329039111,0.09882786155945625,-0.024717031292741054
0.22262626262626262,0.8817399150373552,0.0992209298740574,0.029069902953814397
0.22646464646464645,0.7946095953473861,0.0995496049974075,-0.07459896165578173
0.23030303030303031,0.7644033095788683,0.09981519828523806,-0.12013801024566628
0.23414141414141415,0.760983843312893,0.10001912941517074,-0.13754429818864433
0.23797979797979799,0.8561576962987938,0.10016291902807284,-0.05504197738584726
0.24181818181818182,0.9365595005692097,0.1002481818793763,0.01402787468867972
0.24565656565656566,0.7238168892741695,0.10027663298101658,-0.20846284357484457
0.2494949494949495,0.6603536480190125,0.10025007268478694,-0.2801836766055129
0.25333333333333335,0.8382040977797758,0.10017039398958257,-0.10909170344302999
0.25717171717171716,0.8282654276480582,0.10003957614358043,-0.12444544007860192
0.261010101010101,0.7736342868707767,0.09985968339483471,-0.18273987354108068
0.26484848484848483,0.9227331612279487,0.09963286414813044,-0.0357887545770742
0.2686868686868687,0.9385922706237482,0.09936134984681631,-0.020668934601885902
0.2725252525252525,0.7991292981558593,0.09904745364351189,-0.1589319568809131
0.27636363636363637,0.8169114693686554,0.09869356897892459,-0.1385325665981837
0.2802020202020202,0.9023989049002372,0.09830217073610581,-0.04880122500127693
0.28404040404040404,0.7993985149457473,0.09787581449054802,-0.14631548554314622
0.2878787878787879,0.6993777604512823,0.09741713454484127,-0.23922767092657393
0.2917171717171717,0.8238241686023657,0.09692884592692122,-0.10632285195304525
0.29555555555555557,0.7371744783084649,0.09641374570796177,-0.18282254684369736
0.2993939393939394,0.8492301387158357,0.09587470987289884,-0.059076213121393883
0.30323232323232324,0.7633229666635484,0.09531469903645078,-0.132052476362589
0.30707070707070705,0.7867574717935637,0.09473675641538147,-0.09428678855794448
0.3109090909090909,0.84658974886303,0.09414401128699859,-0.018828173386023495
0.3147474747474747,0.778873133401422,0.09353968156494791,-0.07006548931480805
0.3185858585858586,0.7243733291823726,0.09292707728120728,-0.10700623100770013
0.32242424242424245,0.6830494669841418,0.09230960551188357,-0.12988379423906204
0.32626262626262625,0.9263892528015332,0.09169077616321611,0.13315467162171812
0.3301010101010101,0.8620004093451576,0.09107421016751294,0.0893474588164953
0.3339393939393939,0.6178753991600174,0.09046364987242524,-0.13363351999238704
0.3377777777777778,0.6521079451657583,0.08986297266071516,-0.07779432778988615
0.3416161616161616,0.7917491876115628,0.08927620876773838,0.08403997177222966
0.34545454545454546,0.6805443779007381,0.08870756475985593,-0.004492927205356101
0.34929292929292927,0.7274526707143592,0.08816145508599992,0.06534400985981115
