Lambda4,eta,n,V0,weight
0.7479843440996364,0.119159029081493,1.4955118570193815,2.072579775800185,0.0
0.004886114264625083,0.0435630157267139,1.1513137685487431,-2.1112577152731986,0.0
0.007628129093807158,0.05325136848753736,0.08634284352264711,-2.1115814311131205,0.0
1.4108376804532312,0.012512938815193974,0.3608238528377597,1.3941215754214378,0.0
0.018902137267785318,0.021776835864152005,0.1843635582369813,-2.1191420737870703,0.0
0.002126904021081087,0.05489152219297705,0.7548728472319701,-2.0998864615754664,0.0
0.6704455543191107,0.062239658311290406,0.4602692645853927,2.146606259258437,0.0
0.06866512735068045,0.07197516222706643,0.21810357153346943,-2.163168755439478,0.0
2.2355205405223186,0.15028612448125492,1.2232787880521288,1.1899758270033423,0.0
0.024047035399205167,0.5447671084033234,1.038803571985936,-2.097801998149976,0.0
0.06904414797644287,0.12731602001433381,0.46977687787919037,-2.1511472658075697,0.0
0.0010901912030991702,0.011081479491920003,0.430266121166062,-2.0971338188873823,0.0
0.0021416324839331996,0.12370695115744211,0.6087654481364462,-2.0976976569655097,0.0
0.0021941342204531283,0.08166608640282043,0.21815092356635718,-2.097816578146196,0.0
0.001200072356412744,0.3114673093429279,0.6998505575078663,-2.0957361067714517,0.0
0.001281115816357033,0.4011815554384731,0.0870803276323467,-2.095730603975673,0.0
2.0309444026760124,0.023946240036838064,1.4182384719031165,-1.1721096815918175,0.0
0.012578455566222986,0.016476684840405726,1.4676493557729449,-2.108722769651264,0.0
0.0030222162135178352,0.09874720558779225,1.2149009094692569,-2.0956796334262795,0.0
0.0013925569945916392,0.06679391655691272,0.3362167530726842,-2.093579810474921,0.0
1.0840309011061817,0.056715989434896454,1.4450755866307072,1.5221228204850359,0.0
0.0034395520718310474,0.15591851647091176,0.8026201522476654,-2.0940392037558193,0.0
0.026168731598692208,0.1019301648138042,0.6190324344017499,-2.1141944087461257,0.0
0.026162439882558716,0.014018031477557882,1.39406791028482,-2.1185356110053313,0.0
0.0010092476164435791,0.01125572006599326,0.4636200692208654,-2.09073217600408,0.0
0.9571472635506347,0.026252419971111773,0.9323885174127629,1.5825841558507494,0.0
0.06332878324395498,0.03400673540165938,0.0630985199715829,-2.150800811166512,0.0
0.0009087959812767398,0.020934558080853694,0.5992586797663245,-2.088683736573927,0.0
0.016317247408316325,0.01897255922782321,0.10657624319304511,-2.1031185845650113,0.0
0.0012587419589157973,0.013151163571358836,0.8057694519720269,-2.0867722025205504,0.0
2.2679919630130545,0.20711401652214642,0.16019303066119012,1.0442968444246383,0.0
1.2906632749408478,0.0611001008068317,0.4294979569054701,1.5944715110038725,0.0
0.8265556201498416,0.01744486752320141,1.0413825773240444,1.7358306750674397,0.0
0.0016918932205424037,0.32119166527450976,0.9970239313249449,-2.083841925960321,0.0
0.11808175610947615,0.152223846115551,0.6059899463448275,-2.1623493255469315,0.0
0.036840657735919234,0.017796713149018272,0.6182123462092717,-2.1163011000592244,0.0
2.15389356498614,0.01840926615221718,0.4069404671876928,0.5728456365044439,0.0
0.054880048480073204,0.0740951669431017,0.6569140472257607,-2.1343068295363348,0.0
0.155455684418693,0.2116643684565474,0.8440553349585941,-2.144889148949861,0.0
