"lambda_mean","lambda_stdev","lambda_median","lambda_errlo","lambda_errup","phi_c_mean","phi_c_stdev","phi_c_median","phi_c_errlo","phi_c_errup","eps_mean","eps_stdev","eps_median","eps_errlo","eps_errup","V0_mean","V0_stdev","V0_median","V0_errlo","V0_errup"
6.223860521296867843e-01,1.620399840495934801e-02,6.257183724981479900e-01,6.076436299486801529e-01,6.367966921440614270e-01,1.464284095004284025e-01,9.640490771690295472e-04,1.464115079809725772e-01,1.454671038853034837e-01,1.473974791516046157e-01,2.266252262741265122e-01,3.207276693407886022e-03,2.275912102001490522e-01,2.237738977802236073e-01,2.293828890460991032e-01,-5.945161247094087997e+00,2.064414799471707418e-01,-5.964475229564975223e+00,-6.141922878694998644e+00,-5.748843026074858642e+00
