phi,V,sigma,residual
0.0,-0.7839238636648898,0.08520456916487518,-0.15124899479170262
0.0038383838383838384,-0.7382583201460566,0.08418041929110152,-0.13580611556251454
0.007676767676767677,-0.7178048190321389,0.08228191686185876,-0.14706228640552133
0.011515151515151515,-0.6024420896677929,0.07994423451667572,-0.06359424014860582
0.015353535353535354,-0.6093836274994051,0.07734884198255093,-0.10257149131840337
0.01919191919191919,-0.5443185192012207,0.07460863716157035,-0.06958462795405274
0.02303030303030303,-0.45482523048283524,0.07180500195503695,-0.012308682048609132
0.026868686868686868,-0.41632958894498495,0.06900201230385236,-0.006057285580120919
0.030707070707070707,-0.4032012407767736,0.06625329726050652,-0.02518642966026463
0.034545454545454546,-0.42182434445135475,0.06360575272586341,-0.0762011254006556
0.03838383838383838,-0.3973266102005702,0.061101616733609025,-0.08411674257167234
0.042222222222222223,-0.35693052179684315,0.05877953129605302,-0.07609737607712513
0.04606060606060606,-0.2863289400767266,0.05667487312943179,-0.03788838923147972
0.0498989898989899,-0.22757818486968995,0.054819499822502296,-0.011569935668701514
0.053737373737373736,-0.2346874720243764,0.05324102612512522,-0.051034577536254566
0.05757575757575758,-0.20038042363756522,0.05196177150859748,-0.04903637472553657
0.061414141414141414,-0.0847857187878803,0.05099758135954898,0.034324994020559024
0.06525252525252526,-0.15308225278028975,0.05035677806731459,-0.06622676680420156
0.06909090909090909,-0.028741921897299627,0.050039514773364574,0.02597062450338801
0.07292929292929293,0.040738221263818694,0.05003774161320378,0.06355042271209446
0.07676767676767676,0.008452476143029145,0.05033586616862763,-0.0005368830062804156
0.08060606060606061,0.039271865749992446,0.05091202713219962,-0.0013805016520765725
0.08444444444444445,0.09368814462855307,0.0517397696238293,0.021522711634709382
0.08828282828282828,0.20355143164045908,0.052789849250718085,0.10014219733368776
0.09212121212121212,0.1977893314647306,0.05403191922286365,0.06324621848969544
0.09595959595959595,0.13576108443271706,0.05543593154526108,-0.02967640397844379
0.0997979797979798,0.24899998109422836,0.056973175666407416,0.053029206537289236
0.10363636363636364,0.36536420461460084,0.058616959216000776,0.13913396883805712
0.10747474747474747,0.39718799999573723,0.06034298164759937,0.14093284190670924
0.11131313131313131,0.4079355749858157,0.0621294695591063,0.12195364350715315
0.11515151515151516,0.38358733442798476,0.06395715184973667,0.06834843323837991
0.11898989898989899,0.3064693910142475,0.06580912494457224,-0.03771900879295803
0.12282828282828283,0.46747091499644094,0.06767066391617298,0.09471195641276936
0.12666666666666668,0.47090861842581755,0.06952900808733536,0.07011829024338412
0.1305050505050505,0.5148070614105048,0.0713731448533624,0.08632739659870214
0.13434343434343435,0.6474242199410146,0.07319359728142436,0.19182177092382274
0.13818181818181818,0.5725516257695669,0.07498223457445731,0.0903074954591474
0.14202020202020202,0.6032531137947974,0.07673210215399565,0.09483491598868488
0.14585858585858585,0.6518134398140046,0.0784372635825481,0.11767482913060656
0.1496969696969697,0.6051372222023729,0.08009267199175577,0.04594200085933342
0.15353535353535352,0.5917847497867755,0.08169405488647367,0.008073837903603054
0.15737373737373736,0.6040949747633794,0.08323781449713373,-0.0035525911172638036
0.16121212121212122,0.7489107332938748,0.08472094277687045,0.11799069526038752
0.16505050505050506,0.744908512110788,0.08614094849686298,0.09146466616617122
0.1688888888888889,0.6751858169671818,0.08749579365319109,-0.00016351866195363218
0.17272727272727273,0.8360008217840488,0.08878384644065533,0.13948391304791685
